id,name,slot,min_level,picture,category,hp,mp,attack_min,attack_max,magic_min,magic_max,tao_min,tao_max,defense_min,defense_max,magic_defense_min,magic_defense_max,required_job,required_rebirth,weight,sell_price,stack_limit,description
245,铁腰带,8,22,552,装备,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,1,20000,1,-
246,青铜腰带,8,30,553,装备,0,0,0,0,0,0,0,0,1,2,0,1,-1,0,1,20000,1,-
247,钢铁腰带,8,35,554,装备,0,0,0,0,0,0,0,0,0,3,0,2,-1,0,2,20000,1,-
248,战神项链,3,1,683,装备,0,0,1,10,0,0,0,0,0,0,0,2,-1,2,3,50000,1,-
249,战神手镯,4,1,677,装备,0,0,1,6,0,0,0,0,0,2,0,2,-1,2,3,50000,1,-
250,战神戒指,6,1,671,装备,0,0,2,12,0,0,0,0,0,0,0,1,-1,2,2,50000,1,-
251,圣魔项链,3,1,684,装备,0,0,0,0,1,10,0,0,0,0,0,2,-1,2,1,50000,1,-
252,圣魔手镯,4,1,679,装备,0,0,0,0,1,6,0,0,0,2,0,2,-1,2,1,50000,1,-
253,圣魔戒指,6,1,673,装备,0,0,0,0,2,12,0,0,0,0,0,1,-1,2,1,50000,1,-
254,真魂项链,3,1,685,装备,0,0,0,0,0,0,1,10,0,2,0,0,-1,2,2,50000,1,-
255,真魂手镯,4,1,681,装备,0,0,0,0,0,0,1,6,0,2,0,2,-1,2,1,50000,1,-
256,真魂戒指,6,1,675,装备,0,0,0,0,0,0,2,12,0,1,0,0,-1,2,1,50000,1,-
257,雷霆项链,3,1,782,装备,0,0,3,7,0,0,0,0,0,0,0,0,-1,1,1,50000,1,-
258,雷霆护腕,4,1,767,装备,0,0,1,4,0,0,0,0,0,2,0,2,-1,1,1,50000,1,-
259,雷霆战戒,6,1,774,装备,0,0,0,8,0,0,0,0,0,0,0,0,-1,1,1,50000,1,-
260,雷霆腰带,8,1,762,装备,0,0,1,0,0,0,0,0,2,3,0,1,-1,1,2,20000,1,-
261,雷霆战靴,9,1,753,装备,0,0,1,0,0,0,0,0,0,3,0,1,-1,1,2,10000,1,-
262,烈焰项链,3,1,776,装备,0,0,0,0,1,9,0,0,0,3,0,0,-1,1,1,50000,1,-
263,烈焰护腕,4,1,763,装备,0,0,0,0,2,4,0,0,0,2,0,0,-1,1,1,50000,1,-
264,烈焰魔戒,6,1,772,装备,0,0,0,0,1,7,0,0,0,1,0,0,-1,1,2,50000,1,-
265,烈焰魔靴,9,1,751,装备,0,0,0,0,1,0,0,0,0,3,0,0,-1,1,1,10000,1,-
266,烈焰腰带,8,1,760,装备,0,0,0,0,1,0,0,0,2,2,0,1,-1,1,3,20000,1,-
267,光芒项链,3,1,780,装备,0,0,0,0,0,0,2,8,0,0,0,2,-1,1,1,50000,1,-
268,光芒护腕,4,1,765,装备,0,0,0,0,0,0,2,4,1,3,0,0,-1,1,1,50000,1,-
269,光芒道戒,6,1,773,装备,0,0,0,0,0,0,1,8,0,2,0,0,-1,1,2,50000,1,-
270,光芒道靴,9,1,752,装备,0,0,0,0,0,0,1,0,2,3,0,0,-1,1,1,10000,1,-
271,光芒腰带,8,1,761,装备,0,0,0,0,0,0,1,0,2,2,0,1,-1,1,3,20000,1,-
272,雷霆战甲(男),1,1,598,装备,0,0,5,8,0,0,0,0,10,15,9,16,0,4,60,50000,1,-
273,雷霆战甲(女),1,1,599,装备,0,0,5,8,0,0,0,0,10,15,9,16,0,4,60,50000,1,-
274,烈焰魔衣(男),1,1,598,装备,0,0,0,0,5,8,0,0,10,15,9,16,1,4,20,50000,1,-
275,烈焰魔衣(女),1,1,599,装备,0,0,0,0,5,8,0,0,10,15,9,16,1,4,20,50000,1,-
276,光芒道袍(男),1,1,598,装备,0,0,0,0,0,0,5,8,10,15,9,16,2,4,35,50000,1,-
277,光芒道袍(女),1,1,599,装备,0,0,0,0,0,0,5,8,10,15,9,16,2,4,35,50000,1,-
278,凤天魔甲,1,1,597,装备,0,0,3,5,3,5,3,5,8,12,8,12,-1,2,23,40000,1,-
279,凤天魔衣,1,1,607,装备,0,0,3,5,3,5,3,5,8,12,8,12,-1,2,23,40000,1,-
280,开天,0,1,73,装备,0,0,5,38,0,0,0,0,0,0,0,0,-1,1,73,80000,1,-
281,镇天,0,1,74,装备,0,0,0,0,5,38,0,0,0,0,0,0,-1,1,26,80000,1,-
282,玄天,0,1,75,装备,0,0,0,0,0,0,5,38,0,0,0,0,-1,1,44,80000,1,-
283,虎威戒指,-1,30,511,装备,0,0,0,5,0,0,0,0,0,0,0,2,-1,0,1,50000,1,-
284,狂战手镯,-1,37,678,装备,0,0,2,3,0,0,0,0,0,0,0,1,-1,0,1,50000,1,-
285,狂战戒指,-1,37,672,装备,0,0,0,7,0,0,0,0,0,1,0,0,-1,0,1,50000,1,-
286,魔鬼戒指,-1,20,512,装备,0,0,0,0,0,0,0,0,0,3,1,3,-1,0,1,50000,1,-
287,魔鬼手镯,-1,33,517,装备,0,0,0,0,1,3,0,0,0,2,0,0,-1,0,1,50000,1,-
288,天魔戒指,-1,32,673,装备,0,0,0,0,0,7,0,0,0,0,0,0,-1,0,1,50000,1,-
289,天魔手镯,-1,35,679,装备,0,0,0,0,1,5,0,0,0,0,0,2,-1,0,1,50000,1,-
290,天魔项链,-1,40,684,装备,0,0,0,0,0,9,0,0,0,0,0,3,-1,0,1,50000,1,-
291,混世戒指,-1,37,674,装备,0,0,0,0,0,6,0,0,0,1,0,0,-1,0,1,50000,1,-
292,混世手镯,-1,37,680,装备,0,0,0,0,2,4,0,0,0,2,0,0,-1,0,1,50000,1,-
293,雪玉戒指,-1,20,514,装备,0,0,0,0,0,0,1,5,0,1,0,2,-1,0,1,50000,1,-
294,雪玉手镯,-1,33,518,装备,0,0,0,0,0,0,0,3,0,2,0,0,-1,0,1,50000,1,-
295,太极戒指,-1,30,676,装备,0,0,0,2,0,0,2,7,0,0,0,0,-1,0,1,50000,1,-
296,太极手镯,-1,37,682,装备,0,0,0,0,0,0,2,4,1,3,0,0,-1,0,2,50000,1,-
297,五玄戒指,-1,35,532,装备,0,0,0,0,5,0,0,0,0,0,0,1,-1,0,1,20000,1,-
298,五玄手镯,-1,33,533,装备,0,0,0,0,0,0,0,0,0,2,0,2,-1,0,1,20000,1,-
299,五玄项链,-1,35,534,装备,0,0,0,0,0,5,0,0,0,0,0,0,-1,0,1,20000,1,-
300,破甲项链,-1,33,541,装备,0,0,0,5,0,0,0,0,0,0,0,0,-1,0,1,20000,1,-
301,破甲手镯,-1,33,542,装备,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,2,20000,1,-
302,破甲戒指,-1,33,543,装备,0,0,2,3,0,0,0,0,0,0,0,0,-1,0,1,20000,1,-
303,灵玉项链,-1,33,438,装备,0,0,0,0,0,0,0,5,0,0,0,0,-1,0,1,50000,1,-
304,灵玉手镯,-1,33,437,装备,0,0,1,1,0,0,0,3,0,0,0,0,-1,0,3,50000,1,-
305,灵玉戒指,-1,33,439,装备,0,0,1,0,0,0,5,0,0,0,0,1,-1,0,2,50000,1,-
306,无心宝石,-1,30,581,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
307,魔法宝石,-1,32,582,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
308,战神宝石,-1,34,583,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
309,魔神宝石,-1,35,584,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
310,道仙宝石,-1,38,585,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
311,无敌宝石,-1,40,586,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
312,法圣宝石,-1,42,587,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
313,武神宝石,-1,43,588,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
314,魔圣宝石,-1,45,589,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
315,七星宝石,-1,48,590,其他,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,-
316,会员龙珠,-1,1,2598,装备,50,25,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,1,-
317,超级会员龙珠,-1,1,2597,装备,100,50,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,1,-
318,至尊会员龙珠,-1,1,2599,装备,200,100,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,1,-
319,BOSS卷轴,-1,1,1123,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,9999999,增加BOSS挑战次数1次
320,战书,-1,1,2371,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,9999999,增加竞技场挑战次数1次
321,会员(月),-1,1,2611,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,会员详情点击<br>每日福利-终身会员详情查看
322,会员(周),-1,1,1134,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,会员详情点击<br>每日福利-终身会员详情查看
323,会员(终身),-1,1,2615,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,<黄>累计充值满200元可买<br>只可以买一次<br><绿>赠送20张幻境重置卷<br>赠送2000张BOSS挑战卷<br>赠送20W书籍包(六种)<br>赠送20000黑铁矿石<br>
324,超级会员(月),-1,1,2611,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,会员详情点击<br>每日福利-终身会员详情查看
325,超级会员(周),-1,1,1134,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,会员详情点击<br>每日福利-终身会员详情查看
326,超级会员(终身),-1,1,2615,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,<黄>累计充值满500元可买<br>只可以买一次<br><绿>赠送50张幻境重置卷<br>赠送5000张BOSS挑战卷<br>赠送50W书籍包(六种)<br>赠送50000黑铁矿石<br>
327,至尊会员(月),-1,1,2611,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,会员详情点击<br>每日福利-终身会员详情查看
328,至尊会员(周),-1,1,1134,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,会员详情点击<br>每日福利-终身会员详情查看
329,至尊会员(终身),-1,1,2615,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,会员详情点击<br>每日福利-终身会员详情查看
330,沃玛号角,-1,30,262,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,组建行会的必备道具
331,祖玛头像,-1,1,272,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,1,申请行会战的必备道具
332,紫宝矿石,-1,1,284,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,4,5000,9999999,-
333,1元宝,-1,1,1121,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,9999999,使用后获得元宝
334,10元宝,-1,1,1121,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,9999999,使用后获得元宝
335,100元宝,-1,1,1121,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,9999999,使用后获得元宝
336,1000元宝,-1,1,1121,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,5000,9999999,使用后获得元宝
337,幸运龙珠,-1,1,2614,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,1,-
338,幸运雪莲,-1,1,2620,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,1,-
339,物资(千),-1,1,461,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1000,9999999,增加行会物资1000点
340,物资(捆),-1,1,462,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,339|1000/
341,城主战袍(男),1,1,1401,装备,0,0,1,2,1,4,1,4,5,8,3,5,-1,0,23,40000,1,-
342,城主战袍(女),1,1,1402,装备,0,0,1,2,1,4,1,4,5,8,3,5,-1,0,23,40000,1,-
343,城主战袍(男),1,1,2591,装备,0,0,1,10,1,10,1,10,12,18,11,19,-1,3,23,100000,1,新战袍
344,城主战袍(女),1,1,2592,装备,0,0,1,10,1,10,1,10,12,18,11,19,-1,3,23,100000,1,新战袍
345,超级祝福油,-1,1,2610,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,100%为武器增加1点幸运
346,国庆礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,223|1500/225|10/
347,符文,10,1,1191,装备,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,100000,1,-
348,一转证明,-1,1,2232,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
349,二转证明,-1,1,2233,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
350,三转证明,-1,1,2234,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
351,四转证明,-1,1,2231,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
352,五转证明,-1,1,1124,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
353,返璞归真,-1,1,1145,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,使用后可以将满等级技能归零
354,吞噬灵石(小),-1,1,1029,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
355,吞噬灵石(中),-1,1,1028,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
356,吞噬灵石(大),-1,1,1027,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,-
357,星王头盔,2,1,106,装备,0,0,1,4,1,4,1,4,5,8,4,7,-1,3,1,50000,1,-
358,星王项链,3,1,1224,装备,0,0,3,13,3,13,3,13,0,3,0,3,-1,3,1,50000,1,-
359,星王护腕,4,1,1223,装备,0,0,2,8,2,8,2,8,0,3,0,3,-1,3,1,50000,1,-
360,星王戒指,6,1,1222,装备,0,0,3,15,3,15,3,15,0,2,0,2,-1,3,1,50000,1,-
361,星王腰带,8,1,556,装备,0,0,1,2,1,2,1,2,1,5,0,3,-1,3,1,50000,1,-
362,星王之靴,9,1,566,装备,0,0,1,2,1,2,1,2,1,3,1,5,-1,3,1,50000,1,-
363,黄金裁决,0,1,1688,装备,0,0,8,39,0,0,0,0,0,0,0,0,-1,3,80,50000,1,-
364,黄金嗜魂法杖,0,1,1781,装备,0,0,0,0,8,39,0,0,0,0,0,0,-1,3,35,50000,1,-
365,黄金逍遥扇,0,1,1782,装备,0,0,0,0,0,0,8,39,0,0,0,0,-1,3,35,50000,1,-
366,黄金屠龙,0,1,1788,装备,0,0,10,40,0,0,0,0,0,0,0,0,-1,3,30,50000,1,-
367,狂雷战盔,2,1,1266,装备,0,0,2,5,0,0,0,0,5,10,5,10,-1,4,1,100000,1,-
368,狂雷项链,3,1,1263,装备,0,0,5,18,0,0,0,0,0,5,0,0,-1,4,1,100000,1,-
369,狂雷战戒,6,1,1261,装备,0,0,6,20,0,0,0,0,0,5,0,5,-1,4,1,100000,1,-
370,狂雷护腕,4,1,1262,装备,0,0,3,10,0,0,0,0,0,5,0,0,-1,4,1,100000,1,-
371,狂雷腰带,8,1,1265,装备,0,0,1,4,0,0,0,0,1,5,2,7,-1,4,1,100000,1,-
372,狂雷战靴,9,1,1264,装备,0,0,1,4,0,0,0,0,1,7,1,5,-1,4,1,100000,1,-
373,逆火魔盔,2,1,1246,装备,0,0,0,0,2,5,0,0,5,10,5,10,-1,4,1,100000,1,-
374,逆火项链,3,1,1243,装备,0,0,0,0,5,18,0,0,0,5,0,0,-1,4,1,100000,1,-
375,逆火魔戒,6,1,1241,装备,0,0,0,0,6,20,0,0,0,5,0,5,-1,4,1,100000,1,-
376,逆火护腕,4,1,1242,装备,0,0,0,0,3,10,0,0,0,5,0,0,-1,4,1,100000,1,-
377,逆火腰带,8,1,1245,装备,0,0,0,0,1,4,0,0,1,5,2,7,-1,4,1,100000,1,-
378,逆火魔靴,9,1,1244,装备,0,0,0,0,1,4,0,0,1,7,1,5,-1,4,1,100000,1,-
379,通云道盔,2,1,1256,装备,0,0,0,0,0,0,2,5,5,10,5,10,-1,4,1,100000,1,-
380,通云项链,3,1,1253,装备,0,0,0,0,0,0,5,18,0,5,0,0,-1,4,1,100000,1,-
381,通云道戒,6,1,1251,装备,0,0,0,0,0,0,6,20,0,5,0,5,-1,4,1,100000,1,-
382,通云护腕,4,1,1252,装备,0,0,0,0,0,0,3,10,0,5,0,0,-1,4,1,100000,1,-
383,通云腰带,8,1,1255,装备,0,0,0,0,0,0,1,4,1,5,2,7,-1,4,1,100000,1,-
384,通云道靴,9,1,1254,装备,0,0,0,0,0,0,1,4,1,7,1,5,-1,4,1,100000,1,-
385,王者戒指,6,1,1365,装备,0,0,8,22,8,22,8,22,0,8,0,8,-1,5,1,150000,1,-
386,王者护腕,4,1,1366,装备,0,0,5,12,5,12,5,12,0,6,0,6,-1,5,1,150000,1,-
387,王者项链,3,1,1367,装备,0,0,8,23,8,23,8,23,1,7,0,8,-1,5,1,150000,1,-
388,王者之靴,9,1,1368,装备,0,0,2,6,2,6,2,6,2,8,2,9,-1,5,1,150000,1,-
389,王者腰带,8,1,1369,装备,0,0,3,5,3,5,3,5,2,10,1,8,-1,5,1,150000,1,-
390,王者头盔,2,1,1370,装备,0,0,3,8,3,8,3,8,6,13,7,12,-1,5,1,150000,1,-
391,王者战甲(男),1,1,1397,装备,0,0,6,10,0,0,0,0,12,18,11,19,0,5,1,150000,1,-
392,王者战甲(女),1,1,1398,装备,0,0,6,10,0,0,0,0,12,18,11,19,0,5,1,150000,1,-
393,王者魔衣(男),1,1,1395,装备,0,0,0,0,6,10,0,0,12,18,11,19,1,5,1,150000,1,-
394,王者魔衣(女),1,1,1396,装备,0,0,0,0,6,10,0,0,12,18,11,19,1,5,1,150000,1,-
395,王者道袍(男),1,1,1399,装备,0,0,0,0,0,0,6,10,12,18,11,19,2,5,1,150000,1,-
396,王者道袍(女),1,1,1400,装备,0,0,0,0,0,0,6,10,12,18,11,19,2,5,1,150000,1,-
397,王者之刃,0,1,1421,装备,0,0,12,42,0,0,0,0,0,0,0,0,-1,5,50,150000,1,-
398,王者之杖,0,1,1411,装备,0,0,0,0,12,42,0,0,0,0,0,0,-1,5,20,150000,1,-
399,王者之剑,0,1,1422,装备,0,0,0,0,0,0,12,42,0,0,0,0,-1,5,30,150000,1,-
400,双十一礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,223|1500/356|1/
401,灵石礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,356|10/
402,金砖礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,225|100/
403,物资礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,340|100/
404,书籍包,-1,1,1132,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,60000,9999999,234|1/235|1/236|1/237|1/238|1/239|1/
405,双十二礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,225|10/404|2000/356|1/
406,小书籍包,-1,1,1132,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,30000,9999999,234|1/235|1/236|1/
407,防御心法,-1,5,1145,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1000,9999999,提升角色防御下限
408,魔防心法,-1,5,1145,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1000,9999999,提升角色魔防下限
409,未使用,-1,1,831,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,-
410,未使用,-1,1,1135,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,-
411,圣诞礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,100000,9999999,225|10/412|5000/404|2000/
412,心法书籍包,-1,1,1132,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,407|1/408|1/
413,元旦礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,223|1000/356|1/225|5/
414,新年礼物,-1,1,859,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,3|1000000/4|150000/5|50000/
415,会员升级卡,-1,1,1134,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,1,<黄>累计充值满500元可买<br>用于终身会员升级超级终身<br><绿>赠送30张幻境重置卷<br>赠送3000张BOSS挑战卷<br>赠送30W书籍包(六种)<br>赠送30000黑铁矿石<br>
416,恭喜发财,-1,1,1018,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,把100红包转成100元宝
417,财源广进,-1,1,1018,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,-
418,财神赐福,-1,1,1018,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,把10000红包转成10000元宝
419,100红包,-1,1,1019,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,7|100/
420,1000红包,-1,1,1019,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,7|1000/
421,10000红包,-1,1,1019,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,7|10000/
422,天龙戒指,6,1,825,装备,0,0,8,25,8,25,8,25,0,9,0,9,-1,6,1,150000,1,-
423,天龙护腕,4,1,827,装备,0,0,5,15,5,15,5,15,0,8,0,8,-1,6,1,150000,1,-
424,天龙项链,3,1,824,装备,0,0,8,26,8,26,8,26,1,8,0,9,-1,6,1,150000,1,-
425,天龙头盔,2,1,828,装备,0,0,3,11,3,11,3,11,6,15,7,13,-1,6,1,150000,1,-
426,天龙腰带,8,1,826,装备,0,0,3,8,3,8,3,8,2,10,1,11,-1,6,1,150000,1,-
427,天龙战靴,9,1,822,装备,0,0,3,9,3,9,3,9,2,10,2,11,-1,6,1,150000,1,-
428,天龙圣剑,0,1,829,装备,0,0,15,45,15,45,15,45,0,0,0,0,-1,6,1,150000,1,-
429,天龙圣袍,1,1,600,装备,0,0,6,13,6,13,6,13,13,22,15,20,-1,6,1,150000,1,-
430,天龙圣衣,1,1,601,装备,0,0,6,13,6,13,6,13,13,22,15,20,-1,6,1,150000,1,-
431,金牛戒指,6,1,1681,装备,0,0,10,28,10,28,10,28,0,10,0,10,-1,7,1,200000,1,-
432,金牛护腕,4,1,1682,装备,0,0,6,18,6,18,6,18,0,9,0,9,-1,7,1,200000,1,-
433,金牛项链,3,1,1683,装备,0,0,8,29,8,29,8,29,1,10,0,11,-1,7,1,200000,1,-
434,金牛头盔,2,1,1686,装备,0,0,5,13,5,13,5,13,6,18,8,17,-1,7,1,200000,1,-
435,金牛腰带,8,1,1685,装备,0,0,5,10,5,10,5,10,2,15,2,12,-1,7,1,200000,1,-
436,金牛战靴,9,1,1684,装备,0,0,7,9,7,9,7,9,2,12,2,15,-1,7,1,200000,1,-
437,金牛圣刃,0,1,2181,装备,0,0,18,52,18,52,18,52,0,0,0,0,-1,7,1,200000,1,-
438,金牛圣袍,1,1,2463,装备,0,0,7,17,7,17,7,17,15,25,15,25,-1,7,1,200000,1,-
439,金牛圣衣,1,1,2464,装备,0,0,7,17,7,17,7,17,15,25,15,25,-1,7,1,200000,1,-
440,六转证明,-1,1,276,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
441,七转证明,-1,1,273,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
442,八转证明,-1,1,277,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
443,九转证明,-1,1,274,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
444,十转证明,-1,1,275,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,10000,9999999,转生的必备道具
445,新春大礼包,-1,1,1031,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,225|50/412|2000/406|3000/
446,转换石,-1,1,2571,道具,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,可以转换武器天赋的石头
447,铁锹,0,35,2382,装备,0,0,5,35,0,0,0,0,0,0,0,0,-1,0,50,100000,1,-
448,劳动衣(男),1,35,2341,装备,0,0,0,0,0,0,0,0,5,2,5,1,-1,0,20,100000,1,-
449,劳动衣(女),1,35,2345,装备,0,0,0,0,0,0,0,0,5,2,5,1,-1,0,20,100000,1,-
450,主宰戒指,6,1,2411,装备,0,0,10,32,10,32,10,32,0,10,0,10,-1,8,1,250000,1,-
451,主宰护腕,4,1,2412,装备,0,0,5,21,5,21,5,21,0,10,0,10,-1,8,1,250000,1,-
452,主宰项链,3,1,2413,装备,0,0,9,31,9,31,9,31,2,10,1,11,-1,8,1,250000,1,-
453,主宰头盔,2,1,2416,装备,0,0,5,15,5,15,5,15,6,22,8,20,-1,8,1,250000,1,-
454,主宰腰带,8,1,2415,装备,0,0,5,12,5,12,5,12,5,15,5,12,-1,8,1,250000,1,-
455,主宰战靴,9,1,2414,装备,0,0,7,11,7,11,7,11,5,12,5,15,-1,8,1,250000,1,-
456,主宰神剑,0,1,2424,装备,0,0,20,60,20,60,20,60,0,0,0,0,-1,8,1,250000,1,-
457,主宰圣袍,1,1,2421,装备,0,0,5,20,5,20,5,20,17,28,18,29,-1,8,1,250000,1,-
458,主宰圣衣,1,1,2422,装备,0,0,5,20,5,20,5,20,17,28,18,29,-1,8,1,250000,1,-
459,荣耀戒指,6,1,2511,装备,0,0,10,35,10,35,10,35,1,10,1,10,-1,9,1,300000,1,-
460,荣耀护腕,4,1,2512,装备,0,0,7,24,7,24,7,24,1,10,1,10,-1,9,1,300000,1,-
461,荣耀项链,3,1,2513,装备,0,0,9,34,9,34,9,34,2,12,2,12,-1,9,1,300000,1,-
462,荣耀头盔,2,1,2516,装备,0,0,6,17,6,17,6,17,6,23,8,23,-1,9,1,300000,1,-
463,荣耀腰带,8,1,2515,装备,0,0,5,14,5,14,5,14,7,15,7,12,-1,9,1,300000,1,-
464,荣耀战靴,9,1,2514,装备,0,0,7,13,7,13,7,13,7,12,7,15,-1,9,1,300000,1,-
465,荣耀神剑,0,1,2524,装备,0,0,23,75,23,75,23,75,0,0,0,0,-1,9,1,300000,1,-
466,荣耀圣袍,1,1,2541,装备,0,0,5,22,5,22,5,22,19,32,18,32,-1,9,1,300000,1,-
467,荣耀圣衣,1,1,2543,装备,0,0,5,22,5,22,5,22,19,32,18,32,-1,9,1,300000,1,-
468,主宰斗笠,2,1,2423,装备,0,0,7,20,7,20,7,20,8,25,8,25,-1,8,1,250000,1,-
469,荣耀斗笠,2,1,2523,装备,0,0,8,22,8,22,8,22,9,28,9,28,-1,9,1,300000,1,-
470,劳动节礼包,-1,1,1030,消耗,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,50000,9999999,319|1500/420|30/416|5/
