id,name,type,image,desc,slot,atk,def,hp,price,req,skill,effect,value,amount,resource,market_tier,cost,quality
spirit_jade_ring,聚灵玉戒,equipment,equipment_spirit_jade_ring.png,玉戒自行汇聚四周灵气。,ring,7,0,20,170,1,,,0,,,,,
sword_control_manual,御剑真诀,manual,manual_sword_control.png,参悟御剑法门，提升青锋诀。,,0,0,0,105,1,attack,,0,,,,,
vajra_body_manual,金刚锻体篇,manual,manual_vajra_body.png,以金刚法锤炼筋骨，提升磐石功。,,0,0,0,105,1,guard,,0,,,,,
pure_breathing_manual,太清吐纳篇,manual,manual_pure_breathing.png,运转太清吐纳法，提升吐纳术。,,0,0,0,105,1,mind,,0,,,,,
minor_restoration_pill,小还丹,consumable,pill_minor_restoration.png,服用后立即恢复五成气血。,,0,0,0,48,1,,heal_half,0,,,,,
qi_boost_pill,益气丹,consumable,pill_qi_boost.png,服用后立即获得一百点修为经验。,,0,0,0,72,1,,qi,0,100,,,,
insight_pill,悟心丹,consumable,pill_insight.png,获得当前层所需四分之一修为经验。,,0,0,0,95,1,,xp_quarter,0,,,,,
longevity_powder,延年散,consumable,powder_longevity.png,使当前寿元进程延后一年。,,0,0,0,120,1,,lifespan,0,,,,,
silkworm_thread,天蚕灵丝,material,material_silkworm_thread.png,炼制法袍与护具的高阶灵材。,,0,0,0,85,1,,,0,1,silkworm_thread,,,
flame_copper,赤炎精铜,material,material_flame_copper.png,蕴含火意的精炼铜材。,,0,0,0,90,1,,,0,1,flame_copper,,,
void_crystal,空冥晶石,material,material_void_crystal.png,可用于阵法与空间法器。,,0,0,0,110,1,,,0,1,void_crystal,,,
thunderwood,千年雷击木,material,material_thunderwood.png,经历千年雷火淬炼的灵木。,,0,0,0,125,1,,,0,1,thunderwood,,,
treasure_box,百宝匣,special,treasure_box.png,随机获得一件良品或珍品装备。,,0,0,0,220,1,,equipment_box,0,,,,,
blank_jade_slip,无字玉简,special,blank_jade_slip.png,随机令一门功法提升一层。,,0,0,0,260,1,,random_manual,0,,,,,
changchun_manual,长春诀秘籍,manual,manual_changchun.png,使用后习得长春诀，提高气血上限。,,0,0,0,145,1,spring,,0,,,0,,
army_breaker_manual,破军剑典秘籍,manual,manual_army_breaker.png,使用后习得破军剑典，强化会心伤害。,,0,0,0,165,1,army_breaker,,0,,,,,
flowing_cloud_manual,流云身法秘籍,manual,manual_flowing_cloud.png,使用后习得流云身法，提高攻速与闪避。,,0,0,0,160,1,flowing_cloud,,0,,,,,
spirit_refining_manual,太虚炼神诀秘籍,manual,manual_spirit_refining.png,使用后习得太虚炼神诀，提高战斗修为收益。,,0,0,0,180,1,spirit_refining,,0,,,,,
arts_insight_manual,百艺真解秘籍,manual,manual_arts_insight.png,使用后习得百艺真解，提高杂学经验。,,0,0,0,175,1,arts_insight,,0,,,,,
fate_divination_manual,天机衍算术秘籍,manual,manual_fate_divination.png,使用后习得天机衍算术，提高灵石与稀有机缘。,,0,0,0,195,1,fate_divination,,0,,,,,
longevity_manual,长生养元经秘籍,manual,manual_longevity.png,使用后习得长生养元经，延长寿元。,,0,0,0,210,1,longevity,,0,,,,,
taicang_robe,太清云纹袍,equipment,taicang_cloud_robe.png,太清宗内门制式法袍，清气环身。,robe,4,15,90,2,13,,,0,,,,360,2
taicang_manual,太清真诀,manual,taicang_manual.png,每次兑换提升1层。每层使闭关转化速度与防御提高1%，最高99层；加入太清宗时生效。,,0,0,0,2,13,,,0,,,,520,
taicang_pill,清虚丹,pill,qingxu_pill.png,服用后获得3000点修为经验，恢复全部气血，并永久增加1点防御。永久防御加成上限为100点。,,0,0,0,2,13,,,0,,sect_righteous_pill,,140,
youming_blade,幽冥血煞刃,equipment,youming_blood_blade.png,幽冥教弟子以血煞淬炼的凶刃。,weapon,25,0,20,2,13,,,0,,,,360,2
youming_manual,血煞魔典,manual,youming_manual.png,每次兑换提升1层。每层使攻击提高1.5%，最高99层；加入幽冥教时生效。,,0,0,0,2,13,,,0,,,,520,
youming_pill,燃血丹,pill,bloodburn_pill.png,服用后获得3000点修为经验，并永久增加1点攻击。永久攻击加成上限为120点。,,0,0,0,2,13,,,0,,sect_demonic_pill,,140,
