id,name,class,cid,type,num,item
404,攻击达人(38),5,38,54,3800,234|200000/406|20000/2|500/730|2/
405,攻击达人(39),5,39,54,3900,234|200000/406|20000/2|500/730|2/
406,攻击达人(40),5,40,54,4000,234|200000/406|20000/2|500/730|2/
407,攻击达人(41),5,41,54,4100,234|200000/406|20000/2|500/730|2/
408,攻击达人(42),5,42,54,4200,234|200000/406|20000/2|500/730|2/
409,攻击达人(43),5,43,54,4300,234|200000/406|20000/2|500/730|2/
410,攻击达人(44),5,44,54,4400,234|200000/406|20000/2|500/730|2/
411,攻击达人(45),5,45,54,4500,234|200000/406|20000/2|500/730|2/
412,攻击达人(46),5,46,54,4600,234|200000/406|20000/2|500/730|2/
413,攻击达人(47),5,47,54,4700,234|200000/406|20000/2|500/730|2/
414,攻击达人(48),5,48,54,4800,234|200000/406|20000/2|500/730|2/
415,攻击达人(49),5,49,54,4900,234|200000/406|20000/2|500/730|2/
416,攻击达人(50),5,50,54,5000,234|200000/406|20000/2|500/730|2/
417,攻击达人(51),5,51,54,5100,234|200000/406|20000/2|500/730|2/
418,攻击达人(52),5,52,54,5200,234|200000/406|20000/2|500/730|2/
419,攻击达人(53),5,53,54,5300,234|200000/406|20000/2|500/730|2/
420,攻击达人(54),5,54,54,5400,234|200000/406|20000/2|500/730|2/
421,攻击达人(55),5,55,54,5500,234|200000/406|20000/2|500/730|2/
422,攻击达人(56),5,56,54,5600,234|200000/406|20000/2|500/730|2/
423,攻击达人(57),5,57,54,5700,234|200000/406|20000/2|500/730|2/
424,攻击达人(58),5,58,54,5800,234|200000/406|20000/2|500/730|2/
425,攻击达人(59),5,59,54,5900,234|200000/406|20000/2|500/730|2/
426,攻击达人(60),5,60,54,6000,234|200000/406|20000/2|500/730|2/
427,魔法达人(21),6,21,56,2100,235|200000/406|20000/2|500/730|2/
428,魔法达人(22),6,22,56,2200,235|200000/406|20000/2|500/730|2/
429,魔法达人(23),6,23,56,2300,235|200000/406|20000/2|500/730|2/
430,魔法达人(24),6,24,56,2400,235|200000/406|20000/2|500/730|2/
431,魔法达人(25),6,25,56,2500,235|200000/406|20000/2|500/730|2/
432,魔法达人(26),6,26,56,2600,235|200000/406|20000/2|500/730|2/
433,魔法达人(27),6,27,56,2700,235|200000/406|20000/2|500/730|2/
434,魔法达人(28),6,28,56,2800,235|200000/406|20000/2|500/730|2/
435,魔法达人(29),6,29,56,2900,235|200000/406|20000/2|500/730|2/
436,魔法达人(30),6,30,56,3000,235|200000/406|20000/2|500/486|1/
437,魔法达人(31),6,31,56,3100,235|200000/406|20000/2|500/730|2/
438,魔法达人(32),6,32,56,3200,235|200000/406|20000/2|500/730|2/
439,魔法达人(33),6,33,56,3300,235|200000/406|20000/2|500/730|2/
440,魔法达人(34),6,34,56,3400,235|200000/406|20000/2|500/730|2/
441,魔法达人(35),6,35,56,3500,235|200000/406|20000/2|500/730|2/
442,魔法达人(36),6,36,56,3600,235|200000/406|20000/2|500/730|2/
443,魔法达人(37),6,37,56,3700,235|200000/406|20000/2|500/730|2/
444,魔法达人(38),6,38,56,3800,235|200000/406|20000/2|500/730|2/
445,魔法达人(39),6,39,56,3900,235|200000/406|20000/2|500/730|2/
446,魔法达人(40),6,40,56,4000,235|200000/406|20000/2|500/730|2/
447,魔法达人(41),6,41,56,4100,235|200000/406|20000/2|500/730|2/
448,魔法达人(42),6,42,56,4200,235|200000/406|20000/2|500/730|2/
449,魔法达人(43),6,43,56,4300,235|200000/406|20000/2|500/730|2/
450,魔法达人(44),6,44,56,4400,235|200000/406|20000/2|500/730|2/
451,魔法达人(45),6,45,56,4500,235|200000/406|20000/2|500/730|2/
452,魔法达人(46),6,46,56,4600,235|200000/406|20000/2|500/730|2/
453,魔法达人(47),6,47,56,4700,235|200000/406|20000/2|500/730|2/
454,魔法达人(48),6,48,56,4800,235|200000/406|20000/2|500/730|2/
455,魔法达人(49),6,49,56,4900,235|200000/406|20000/2|500/730|2/
456,魔法达人(50),6,50,56,5000,235|200000/406|20000/2|500/730|2/
457,魔法达人(51),6,51,56,5100,235|200000/406|20000/2|500/730|2/
458,魔法达人(52),6,52,56,5200,235|200000/406|20000/2|500/730|2/
459,魔法达人(53),6,53,56,5300,235|200000/406|20000/2|500/730|2/
460,魔法达人(54),6,54,56,5400,235|200000/406|20000/2|500/730|2/
461,魔法达人(55),6,55,56,5500,235|200000/406|20000/2|500/730|2/
462,魔法达人(56),6,56,56,5600,235|200000/406|20000/2|500/730|2/
463,魔法达人(57),6,57,56,5700,235|200000/406|20000/2|500/730|2/
464,魔法达人(58),6,58,56,5800,235|200000/406|20000/2|500/730|2/
465,魔法达人(59),6,59,56,5900,235|200000/406|20000/2|500/730|2/
466,魔法达人(60),6,60,56,6000,235|200000/406|20000/2|500/730|2/
467,道术达人(21),7,21,58,2100,236|200000/406|20000/2|500/730|2/
468,道术达人(22),7,22,58,2200,236|200000/406|20000/2|500/730|2/
469,道术达人(23),7,23,58,2300,236|200000/406|20000/2|500/730|2/
470,道术达人(24),7,24,58,2400,236|200000/406|20000/2|500/730|2/
471,道术达人(25),7,25,58,2500,236|200000/406|20000/2|500/730|2/
472,道术达人(26),7,26,58,2600,236|200000/406|20000/2|500/730|2/
473,道术达人(27),7,27,58,2700,236|200000/406|20000/2|500/730|2/
474,道术达人(28),7,28,58,2800,236|200000/406|20000/2|500/730|2/
475,道术达人(29),7,29,58,2900,236|200000/406|20000/2|500/730|2/
476,道术达人(30),7,30,58,3000,236|200000/406|20000/2|500/487|1/
477,道术达人(31),7,31,58,3100,236|200000/406|20000/2|500/730|2/
478,道术达人(32),7,32,58,3200,236|200000/406|20000/2|500/730|2/
479,道术达人(33),7,33,58,3300,236|200000/406|20000/2|500/730|2/
480,道术达人(34),7,34,58,3400,236|200000/406|20000/2|500/730|2/
481,道术达人(35),7,35,58,3500,236|200000/406|20000/2|500/730|2/
482,道术达人(36),7,36,58,3600,236|200000/406|20000/2|500/730|2/
483,道术达人(37),7,37,58,3700,236|200000/406|20000/2|500/730|2/
484,道术达人(38),7,38,58,3800,236|200000/406|20000/2|500/730|2/
485,道术达人(39),7,39,58,3900,236|200000/406|20000/2|500/730|2/
486,道术达人(40),7,40,58,4000,236|200000/406|20000/2|500/730|2/
487,道术达人(41),7,41,58,4100,236|200000/406|20000/2|500/730|2/
488,道术达人(42),7,42,58,4200,236|200000/406|20000/2|500/730|2/
489,道术达人(43),7,43,58,4300,236|200000/406|20000/2|500/730|2/
490,道术达人(44),7,44,58,4400,236|200000/406|20000/2|500/730|2/
491,道术达人(45),7,45,58,4500,236|200000/406|20000/2|500/730|2/
492,道术达人(46),7,46,58,4600,236|200000/406|20000/2|500/730|2/
493,道术达人(47),7,47,58,4700,236|200000/406|20000/2|500/730|2/
494,道术达人(48),7,48,58,4800,236|200000/406|20000/2|500/730|2/
495,道术达人(49),7,49,58,4900,236|200000/406|20000/2|500/730|2/
496,道术达人(50),7,50,58,5000,236|200000/406|20000/2|500/730|2/
497,道术达人(51),7,51,58,5100,236|200000/406|20000/2|500/730|2/
498,道术达人(52),7,52,58,5200,236|200000/406|20000/2|500/730|2/
499,道术达人(53),7,53,58,5300,236|200000/406|20000/2|500/730|2/
500,道术达人(54),7,54,58,5400,236|200000/406|20000/2|500/730|2/
501,道术达人(55),7,55,58,5500,236|200000/406|20000/2|500/730|2/
502,道术达人(56),7,56,58,5600,236|200000/406|20000/2|500/730|2/
503,道术达人(57),7,57,58,5700,236|200000/406|20000/2|500/730|2/
504,道术达人(58),7,58,58,5800,236|200000/406|20000/2|500/730|2/
505,道术达人(59),7,59,58,5900,236|200000/406|20000/2|500/730|2/
506,道术达人(60),7,60,58,6000,236|200000/406|20000/2|500/730|2/
507,防御达人(21),8,21,60,1100,238|200000/406|20000/2|500/730|2/
508,防御达人(22),8,22,60,1200,238|200000/406|20000/2|500/730|2/
509,防御达人(23),8,23,60,1300,238|200000/406|20000/2|500/730|2/
510,防御达人(24),8,24,60,1400,238|200000/406|20000/2|500/730|2/
511,防御达人(25),8,25,60,1500,238|200000/406|20000/2|500/730|2/
512,防御达人(26),8,26,60,1600,238|200000/406|20000/2|500/730|2/
513,防御达人(27),8,27,60,1700,238|200000/406|20000/2|500/730|2/
514,防御达人(28),8,28,60,1800,238|200000/406|20000/2|500/730|2/
515,防御达人(29),8,29,60,1900,238|200000/406|20000/2|500/730|2/
516,防御达人(30),8,30,60,2000,238|200000/406|20000/2|500/730|2/
517,防御达人(31),8,31,60,2100,238|200000/406|20000/2|500/730|2/
518,防御达人(32),8,32,60,2200,238|200000/406|20000/2|500/730|2/
519,防御达人(33),8,33,60,2300,238|200000/406|20000/2|500/730|2/
520,防御达人(34),8,34,60,2400,238|200000/406|20000/2|500/730|2/
521,防御达人(35),8,35,60,2500,238|200000/406|20000/2|500/730|2/
522,防御达人(36),8,36,60,2600,238|200000/406|20000/2|500/730|2/
523,防御达人(37),8,37,60,2700,238|200000/406|20000/2|500/730|2/
524,防御达人(38),8,38,60,2800,238|200000/406|20000/2|500/730|2/
525,防御达人(39),8,39,60,2900,238|200000/406|20000/2|500/730|2/
526,防御达人(40),8,40,60,3000,238|200000/406|20000/2|500/730|2/
527,防御达人(41),8,41,60,3100,238|200000/406|20000/2|500/730|2/
528,防御达人(42),8,42,60,3200,238|200000/406|20000/2|500/730|2/
529,防御达人(43),8,43,60,3300,238|200000/406|20000/2|500/730|2/
530,防御达人(44),8,44,60,3400,238|200000/406|20000/2|500/730|2/
531,防御达人(45),8,45,60,3500,238|200000/406|20000/2|500/730|2/
532,防御达人(46),8,46,60,3600,238|200000/406|20000/2|500/730|2/
533,防御达人(47),8,47,60,3700,238|200000/406|20000/2|500/730|2/
534,防御达人(48),8,48,60,3800,238|200000/406|20000/2|500/730|2/
535,防御达人(49),8,49,60,3900,238|200000/406|20000/2|500/730|2/
536,防御达人(50),8,50,60,4000,238|200000/406|20000/2|500/730|2/
537,防御达人(51),8,51,60,4100,238|200000/406|20000/2|500/730|2/
538,防御达人(52),8,52,60,4200,238|200000/406|20000/2|500/730|2/
539,防御达人(53),8,53,60,4300,238|200000/406|20000/2|500/730|2/
540,防御达人(54),8,54,60,4400,238|200000/406|20000/2|500/730|2/
541,防御达人(55),8,55,60,4500,238|200000/406|20000/2|500/730|2/
542,防御达人(56),8,56,60,4600,238|200000/406|20000/2|500/730|2/
543,防御达人(57),8,57,60,4700,238|200000/406|20000/2|500/730|2/
544,防御达人(58),8,58,60,4800,238|200000/406|20000/2|500/730|2/
545,防御达人(59),8,59,60,4900,238|200000/406|20000/2|500/730|2/
546,防御达人(60),8,60,60,5000,238|200000/406|20000/2|500/730|2/
547,魔防达人(21),9,21,62,1100,239|200000/406|20000/2|500/730|2/
548,魔防达人(22),9,22,62,1200,239|200000/406|20000/2|500/730|2/
549,魔防达人(23),9,23,62,1300,239|200000/406|20000/2|500/730|2/
550,魔防达人(24),9,24,62,1400,239|200000/406|20000/2|500/730|2/
551,魔防达人(25),9,25,62,1500,239|200000/406|20000/2|500/730|2/
552,魔防达人(26),9,26,62,1600,239|200000/406|20000/2|500/730|2/
553,魔防达人(27),9,27,62,1700,239|200000/406|20000/2|500/730|2/
554,魔防达人(28),9,28,62,1800,239|200000/406|20000/2|500/730|2/
555,魔防达人(29),9,29,62,1900,239|200000/406|20000/2|500/730|2/
556,魔防达人(30),9,30,62,2000,239|200000/406|20000/2|500/730|2/
557,魔防达人(31),9,31,62,2100,239|200000/406|20000/2|500/730|2/
558,魔防达人(32),9,32,62,2200,239|200000/406|20000/2|500/730|2/
559,魔防达人(33),9,33,62,2300,239|200000/406|20000/2|500/730|2/
560,魔防达人(34),9,34,62,2400,239|200000/406|20000/2|500/730|2/
561,魔防达人(35),9,35,62,2500,239|200000/406|20000/2|500/730|2/
562,魔防达人(36),9,36,62,2600,239|200000/406|20000/2|500/730|2/
563,魔防达人(37),9,37,62,2700,239|200000/406|20000/2|500/730|2/
564,魔防达人(38),9,38,62,2800,239|200000/406|20000/2|500/730|2/
565,魔防达人(39),9,39,62,2900,239|200000/406|20000/2|500/730|2/
566,魔防达人(40),9,40,62,3000,239|200000/406|20000/2|500/730|2/
567,魔防达人(41),9,41,62,3100,239|200000/406|20000/2|500/730|2/
568,魔防达人(42),9,42,62,3200,239|200000/406|20000/2|500/730|2/
569,魔防达人(43),9,43,62,3300,239|200000/406|20000/2|500/730|2/
570,魔防达人(44),9,44,62,3400,239|200000/406|20000/2|500/730|2/
571,魔防达人(45),9,45,62,3500,239|200000/406|20000/2|500/730|2/
572,魔防达人(46),9,46,62,3600,239|200000/406|20000/2|500/730|2/
573,魔防达人(47),9,47,62,3700,239|200000/406|20000/2|500/730|2/
574,魔防达人(48),9,48,62,3800,239|200000/406|20000/2|500/730|2/
575,魔防达人(49),9,49,62,3900,239|200000/406|20000/2|500/730|2/
576,魔防达人(50),9,50,62,4000,239|200000/406|20000/2|500/730|2/
577,魔防达人(51),9,51,62,4100,239|200000/406|20000/2|500/730|2/
578,魔防达人(52),9,52,62,4200,239|200000/406|20000/2|500/730|2/
579,魔防达人(53),9,53,62,4300,239|200000/406|20000/2|500/730|2/
580,魔防达人(54),9,54,62,4400,239|200000/406|20000/2|500/730|2/
581,魔防达人(55),9,55,62,4500,239|200000/406|20000/2|500/730|2/
582,魔防达人(56),9,56,62,4600,239|200000/406|20000/2|500/730|2/
583,魔防达人(57),9,57,62,4700,239|200000/406|20000/2|500/730|2/
584,魔防达人(58),9,58,62,4800,239|200000/406|20000/2|500/730|2/
585,魔防达人(59),9,59,62,4900,239|200000/406|20000/2|500/730|2/
586,魔防达人(60),9,60,62,5000,239|200000/406|20000/2|500/730|2/
587,巅峰奖励,1,16,202,10,356|10/404|200000/407|50000/408|50000/
588,巅峰之路(1),1,17,201,500,570|50/404|200000/407|50000/408|50000/
589,巅峰之路(2),1,18,201,600,570|100/404|200000/407|50000/408|50000/
590,巅峰之路(3),1,19,201,700,570|150/404|200000/407|50000/408|50000/
591,巅峰之路(4),1,20,201,800,570|200/404|200000/407|50000/408|50000/
592,巅峰之路(5),1,21,201,900,570|250/404|200000/407|50000/408|50000/
593,幻境达人(201),3,201,208,2100,404|200000/407|150000/408|150000/
594,幻境达人(202),3,202,208,2200,404|200000/407|150000/408|150000/
595,幻境达人(203),3,203,208,2300,404|200000/407|150000/408|150000/
596,幻境达人(204),3,204,208,2400,404|200000/407|150000/408|150000/
597,幻境达人(205),3,205,208,2500,404|200000/407|150000/408|150000/
598,幻境达人(206),3,206,208,2600,404|200000/407|150000/408|150000/
599,幻境达人(207),3,207,208,2700,404|200000/407|150000/408|150000/
600,幻境达人(208),3,208,208,2800,404|200000/407|150000/408|150000/
601,幻境达人(209),3,209,208,2900,404|200000/407|150000/408|150000/
602,幻境达人(210),3,210,208,3000,404|200000/407|150000/408|150000/
603,幻境达人(211),3,211,208,3100,404|200000/407|150000/408|150000/
604,幻境达人(212),3,212,208,3200,404|200000/407|150000/408|150000/
605,幻境达人(213),3,213,208,3300,404|200000/407|150000/408|150000/
606,幻境达人(214),3,214,208,3400,404|200000/407|150000/408|150000/
607,幻境达人(215),3,215,208,3500,404|200000/407|150000/408|150000/
608,幻境达人(216),3,216,208,3600,404|200000/407|150000/408|150000/
609,幻境达人(217),3,217,208,3700,404|200000/407|150000/408|150000/
610,幻境达人(218),3,218,208,3800,404|200000/407|150000/408|150000/
611,幻境达人(219),3,219,208,3900,404|200000/407|150000/408|150000/
612,幻境达人(220),3,220,208,4000,404|200000/407|150000/408|150000/
613,幻境达人(221),3,221,208,4100,404|200000/407|150000/408|150000/
614,幻境达人(222),3,222,208,4200,404|200000/407|150000/408|150000/
615,幻境达人(223),3,223,208,4300,404|200000/407|150000/408|150000/
616,幻境达人(224),3,224,208,4400,404|200000/407|150000/408|150000/
617,幻境达人(225),3,225,208,4500,404|200000/407|150000/408|150000/
618,幻境达人(226),3,226,208,4600,404|200000/407|150000/408|150000/
619,幻境达人(227),3,227,208,4700,404|200000/407|150000/408|150000/
620,幻境达人(228),3,228,208,4800,404|200000/407|150000/408|150000/
621,幻境达人(229),3,229,208,4900,404|200000/407|150000/408|150000/
622,幻境达人(230),3,230,208,5000,404|200000/407|150000/408|150000/
