id,name,ida,anum,idb,bnum,idc,cnum,itemid,num,xsb,fw,fwb,tx,fwa
426,天神戒指,599,1,487,1,109,1,599,1,,8,100,3,50
427,天神戒指,599,1,485,1,75,1,599,1,,4,100,4,50
428,天神戒指,599,1,486,1,75,1,599,1,,6,100,4,50
429,天神戒指,599,1,487,1,75,1,599,1,,8,100,4,50
430,天神护腕*防麻痹,600,1,485,1,104,1,600,1,,4,50,5,
431,天神护腕,600,1,486,1,104,1,600,1,,6,50,5,
432,天神护腕,600,1,487,1,104,1,600,1,,8,50,5,
433,天神护腕,600,1,485,1,105,1,600,1,,4,50,6,
434,天神护腕,600,1,486,1,105,1,600,1,,6,50,6,
435,天神护腕,600,1,487,1,105,1,600,1,,8,50,6,
436,天神护腕,600,1,485,1,109,1,600,1,,4,50,7,
437,天神护腕,600,1,486,1,109,1,600,1,,6,50,7,
438,天神护腕,600,1,487,1,109,1,600,1,,8,50,7,
439,天神护腕,600,1,485,1,75,1,600,1,,4,50,8,
440,天神护腕,600,1,486,1,75,1,600,1,,6,50,8,
441,天神护腕,600,1,487,1,75,1,600,1,,8,50,8,
442,渡劫证明(六),506,1,712,20,224,500,707,100,,,,,
443,渡劫证明(七),507,1,712,25,224,550,708,100,,,,,
444,渡劫证明(八),508,1,712,30,224,600,709,100,,,,,
445,渡劫证明(九),509,1,712,35,224,650,710,100,,,,,
446,渡劫证明(十),510,1,712,40,224,700,711,100,,,,,
447,上古戒指*麻痹,605,1,485,1,104,1,605,1,,4,100,1,50
448,上古戒指,605,1,486,1,104,1,605,1,,6,100,1,50
449,上古戒指,605,1,487,1,104,1,605,1,,8,100,1,50
450,上古戒指,605,1,485,1,105,1,605,1,,4,100,2,50
451,上古戒指,605,1,486,1,105,1,605,1,,6,100,2,50
452,上古戒指,605,1,487,1,105,1,605,1,,8,100,2,50
453,上古戒指,605,1,485,1,109,1,605,1,,4,100,3,50
454,上古戒指,605,1,486,1,109,1,605,1,,6,100,3,50
455,上古戒指,605,1,487,1,109,1,605,1,,8,100,3,50
456,上古戒指,605,1,485,1,75,1,605,1,,4,100,4,50
457,上古戒指,605,1,486,1,75,1,605,1,,6,100,4,50
458,上古戒指,605,1,487,1,75,1,605,1,,8,100,4,50
459,上古护腕*防麻痹,606,1,485,1,104,1,606,1,,4,50,5,
460,上古护腕,606,1,486,1,104,1,606,1,,6,50,5,
461,上古护腕,606,1,487,1,104,1,606,1,,8,50,5,
462,上古护腕,606,1,485,1,105,1,606,1,,4,50,6,
463,上古护腕,606,1,486,1,105,1,606,1,,6,50,6,
464,上古护腕,606,1,487,1,105,1,606,1,,8,50,6,
465,上古护腕,606,1,485,1,109,1,606,1,,4,50,7,
466,上古护腕,606,1,486,1,109,1,606,1,,6,50,7,
467,上古护腕,606,1,487,1,109,1,606,1,,8,50,7,
468,上古护腕,606,1,485,1,75,1,606,1,,4,50,8,
469,上古护腕,606,1,486,1,75,1,606,1,,6,50,8,
470,上古护腕,606,1,487,1,75,1,606,1,,8,50,8,
471,黑铁合成金碎片,223,10000,504,1,491,1,491,20000,,,,,
472,黑铁合成木碎片,223,10000,504,1,492,1,492,20000,,,,,
473,黑铁合成水碎片,223,10000,504,1,493,1,493,20000,,,,,
474,黑铁合成火碎片,223,10000,504,1,494,1,494,20000,,,,,
475,黑铁合成土碎片,223,10000,504,1,495,1,495,20000,,,,,
